weight,cheese_year,canton,cheese_type
502.15495817273734,2021,Valais,Emmental
468.13161884115675,2024,Fribourg,Vacherin
178.04033527887924,2020,Valais,Gruyere
300.13113510712964,2020,Zurich,Vacherin
496.8663686182331,2019,Neuchatel,Gruyere
768.6156788722741,2023,Valais,Gruyere
313.3558692861969,2023,Fribourg,Emmental
846.7749191124203,2022,Neuchatel,Vacherin
591.2184571655171,2019,Neuchatel,Emmental
784.3795166661557,2023,Neuchatel,Emmental
525.3003850031714,2023,Zurich,Gruyere
549.2748028800011,2024,Zurich,Emmental
657.7474504416762,2024,Zurich,Emmental
935.1735473492417,2020,Valais,Gruyere
542.631323271619,2023,Valais,Gruyere
575.7917842974618,2021,Fribourg,Emmental
641.7972671747766,2022,Fribourg,Emmental
763.7636235679532,2020,Valais,Gruyere
164.66530193761088,2022,Zurich,Vacherin
564.1186946697749,2024,Fribourg,Emmental
533.4324302854391,2022,Fribourg,Emmental
929.5164858138133,2024,Zurich,Emmental
544.155922392707,2024,Valais,Vacherin
521.4884812248979,2019,Neuchatel,Gruyere
965.9799896812318,2024,Neuchatel,Vacherin
505.5188172407934,2023,Zurich,Emmental
262.7959872898813,2021,Valais,Emmental
295.2245105252095,2022,Zurich,Vacherin
185.6687845032767,2022,Neuchatel,Gruyere
100.51131633305,2023,Valais,Vacherin
488.7510949004337,2023,Neuchatel,Gruyere
792.3183231683993,2019,Neuchatel,Vacherin
760.1197985198522,2019,Valais,Vacherin
128.93417902256516,2020,Zurich,Vacherin
612.9846132346296,2022,Neuchatel,Vacherin
238.8548128721284,2024,Zurich,Vacherin
946.9686562882275,2022,Fribourg,Gruyere
250.62849967976135,2019,Valais,Emmental
663.9752959277334,2023,Neuchatel,Vacherin
393.6145259476511,2021,Zurich,Vacherin
677.405193367917,2021,Fribourg,Vacherin
471.0327368176676,2023,Fribourg,Gruyere
783.6787470757553,2020,Fribourg,Vacherin
307.61121279507205,2022,Zurich,Vacherin
915.2126676228341,2020,Valais,Emmental
550.1886843820168,2021,Neuchatel,Vacherin
780.4838329415676,2022,Valais,Vacherin
864.7571722611044,2022,Valais,Gruyere
998.9457498593245,2024,Fribourg,Vacherin
301.5510990345624,2020,Zurich,Emmental
358.2031722071094,2024,Zurich,Vacherin
325.38977805869945,2023,Zurich,Vacherin
336.5841989438044,2021,Neuchatel,Gruyere
624.2002673854397,2019,Neuchatel,Vacherin
994.1702708312587,2020,Fribourg,Emmental
991.250278383479,2022,Fribourg,Vacherin
574.095908226077,2023,Zurich,Emmental
675.1244892382064,2022,Zurich,Vacherin
873.9734893314454,2023,Neuchatel,Emmental
939.6401126081547,2019,Valais,Vacherin
283.4745645965895,2022,Valais,Emmental
575.6875560482076,2024,Neuchatel,Vacherin
849.5533491953611,2021,Zurich,Vacherin
372.88186897113246,2024,Fribourg,Vacherin
495.82813823242003,2019,Neuchatel,Vacherin
987.0589913608072,2024,Neuchatel,Emmental
986.5420270487839,2023,Valais,Gruyere
915.4961296886635,2022,Neuchatel,Emmental
818.6035103452518,2022,Fribourg,Emmental
342.21745065052517,2024,Valais,Emmental
388.76506666046873,2021,Fribourg,Vacherin
592.5545570843872,2019,Zurich,Emmental
604.699637105811,2024,Neuchatel,Gruyere
554.9525374213603,2019,Fribourg,Vacherin
673.0032519246755,2022,Zurich,Emmental
467.49072036968994,2020,Valais,Emmental
774.2567415839796,2024,Fribourg,Vacherin
400.1949338305198,2024,Neuchatel,Vacherin
397.6092972517173,2021,Zurich,Emmental
214.5033657026452,2022,Fribourg,Emmental
269.84098902602733,2021,Fribourg,Emmental
865.4687910292218,2021,Fribourg,Vacherin
501.6541047223974,2024,Neuchatel,Emmental
305.0810078975504,2020,Neuchatel,Vacherin
783.4069900201487,2024,Neuchatel,Vacherin
598.5830132351734,2022,Fribourg,Emmental
119.04041028096414,2024,Neuchatel,Vacherin
384.7253116030437,2022,Valais,Gruyere
259.301270009207,2023,Zurich,Emmental
690.2855748845566,2021,Zurich,Vacherin
347.5279365672276,2021,Neuchatel,Gruyere
158.45210128894928,2020,Zurich,Vacherin
149.44149027790235,2020,Valais,Gruyere
623.5545681628435,2019,Neuchatel,Emmental
119.55111013368065,2021,Fribourg,Emmental
863.9129018224799,2024,Neuchatel,Gruyere
239.85740733154805,2024,Neuchatel,Emmental
645.9097016758868,2023,Fribourg,Emmental
500.21922520967115,2021,Fribourg,Emmental
498.56636910871225,2022,Fribourg,Gruyere
164.61742812404128,2023,Neuchatel,Gruyere
822.477025190994,2019,Neuchatel,Emmental
903.7472362779273,2024,Zurich,Gruyere
109.91500064580562,2024,Neuchatel,Vacherin
260.74375812740595,2024,Valais,Emmental
913.513769915931,2019,Zurich,Vacherin
594.5442515200523,2024,Fribourg,Gruyere
235.0356204233891,2022,Neuchatel,Emmental
282.511407348243,2022,Fribourg,Vacherin
693.9876198134027,2020,Neuchatel,Gruyere
752.3351400221858,2021,Zurich,Vacherin
639.4841277219417,2021,Zurich,Vacherin
957.8335419212732,2024,Neuchatel,Emmental
544.6572432955993,2021,Neuchatel,Gruyere
370.24472092827403,2020,Valais,Vacherin
529.5096189782168,2024,Zurich,Gruyere
423.69966429994986,2020,Fribourg,Gruyere
301.9743034072177,2024,Fribourg,Gruyere
141.36692440612606,2024,Fribourg,Vacherin
416.99124420861176,2020,Fribourg,Vacherin
740.268412938768,2023,Valais,Gruyere
116.59402258767443,2023,Fribourg,Gruyere
495.2606618853412,2022,Zurich,Emmental
679.6084613048815,2023,Zurich,Gruyere
649.3636982568764,2019,Valais,Vacherin
798.9835922998443,2022,Zurich,Gruyere
829.4677440938178,2022,Fribourg,Vacherin
740.535238827449,2022,Valais,Emmental
192.51792653027448,2024,Neuchatel,Vacherin
527.5201996039245,2023,Neuchatel,Vacherin
643.0653617388477,2022,Neuchatel,Gruyere
321.00943492850644,2021,Neuchatel,Gruyere
138.29663588209885,2021,Fribourg,Gruyere
301.2312887884422,2019,Fribourg,Vacherin
509.40496155937495,2022,Zurich,Emmental
472.5372871491408,2020,Neuchatel,Gruyere
259.0002831944455,2024,Fribourg,Vacherin
841.9739884151435,2023,Neuchatel,Emmental
933.1180018630521,2024,Fribourg,Vacherin
281.2134871474437,2024,Valais,Emmental
936.6156240104995,2021,Zurich,Vacherin
116.07486325766274,2021,Zurich,Vacherin
932.4662254362509,2022,Fribourg,Emmental
956.7359110728171,2021,Neuchatel,Vacherin
110.84667671433269,2020,Fribourg,Emmental
786.7173670990733,2023,Zurich,Emmental
973.181415312859,2021,Zurich,Gruyere
915.3119969360005,2024,Neuchatel,Gruyere
973.6391450765917,2020,Valais,Vacherin
595.2911551278754,2021,Zurich,Vacherin
170.34052589684944,2022,Neuchatel,Vacherin
864.8102780245325,2024,Valais,Vacherin
652.4454302281105,2022,Valais,Emmental
653.2630697694601,2019,Fribourg,Emmental
475.5282488728176,2021,Neuchatel,Emmental
614.6577788689982,2024,Valais,Gruyere
238.22180117750307,2020,Neuchatel,Emmental
765.7930239095352,2021,Neuchatel,Emmental
167.5155766163881,2019,Fribourg,Emmental
756.8026903394128,2023,Zurich,Vacherin
864.0805803623687,2019,Neuchatel,Vacherin
525.2218098080393,2021,Fribourg,Vacherin
558.8473294513444,2023,Zurich,Vacherin
380.99284562987043,2024,Valais,Gruyere
972.5127253530288,2020,Neuchatel,Vacherin
759.8120271035908,2020,Valais,Gruyere
432.08969797031045,2019,Fribourg,Emmental
257.32664760970454,2021,Neuchatel,Emmental
297.6216329818822,2024,Fribourg,Gruyere
517.530057499045,2020,Valais,Gruyere
948.3115602829041,2020,Neuchatel,Vacherin
760.7317111848263,2021,Valais,Emmental
293.71937336123483,2024,Zurich,Gruyere
873.6050200770082,2022,Valais,Vacherin
440.380470708713,2022,Neuchatel,Gruyere
866.5499644772668,2023,Fribourg,Emmental
317.5296381830178,2023,Valais,Emmental
656.7945507426858,2022,Zurich,Gruyere
934.0034392731537,2022,Neuchatel,Gruyere
332.10460823301474,2022,Zurich,Gruyere
723.6339315272694,2020,Fribourg,Emmental
988.5813579614294,2021,Fribourg,Emmental
235.53845851870315,2024,Zurich,Vacherin
179.56206163060696,2019,Valais,Gruyere
706.7756732003346,2023,Fribourg,Vacherin
405.76235297412734,2022,Fribourg,Emmental
164.120029629932,2021,Valais,Emmental
527.7750560952437,2019,Valais,Vacherin
778.3936116795602,2023,Zurich,Emmental
356.6101603736699,2019,Zurich,Emmental
401.54218975462123,2022,Fribourg,Emmental
861.1294605822749,2019,Fribourg,Vacherin
568.0647210353393,2024,Zurich,Gruyere
858.4587719258249,2020,Fribourg,Vacherin
501.75054292933856,2023,Fribourg,Vacherin
957.677645404093,2022,Valais,Emmental
685.715130745963,2019,Zurich,Emmental
204.30897878732446,2023,Valais,Emmental
896.5836894041206,2024,Neuchatel,Emmental
540.3386717477181,2020,Valais,Vacherin
227.4750711756145,2024,Neuchatel,Emmental
237.42112045727865,2023,Valais,Vacherin
718.7805415988846,2023,Neuchatel,Emmental
142.6352560565408,2021,Valais,Gruyere
357.93438842243194,2019,Valais,Gruyere
225.8088314228813,2021,Valais,Gruyere
496.96968665555585,2023,Valais,Gruyere
472.9183947949252,2022,Zurich,Emmental
569.6887912199703,2022,Neuchatel,Emmental
351.6726961922772,2023,Valais,Gruyere
128.83923044035947,2021,Fribourg,Vacherin
652.9474958816672,2019,Valais,Emmental
436.3462025941162,2024,Fribourg,Emmental
686.2014988660418,2022,Fribourg,Vacherin
197.8002737238416,2022,Zurich,Vacherin
112.3996197646453,2022,Zurich,Gruyere
323.46482309676344,2024,Zurich,Emmental
510.89259069464697,2023,Fribourg,Gruyere
454.66477675162054,2023,Fribourg,Emmental
829.2722997461198,2023,Neuchatel,Emmental
440.05387977354155,2020,Neuchatel,Gruyere
577.397061642771,2023,Neuchatel,Vacherin
634.164033197973,2024,Fribourg,Emmental
119.64825248123044,2020,Fribourg,Vacherin
563.62003916157,2022,Neuchatel,Gruyere
410.34813345895407,2023,Fribourg,Gruyere
479.15211491492914,2022,Neuchatel,Vacherin
190.25865864572523,2024,Valais,Gruyere
804.5385090837807,2021,Fribourg,Emmental
948.1638257276703,2020,Fribourg,Emmental
120.04193856664,2019,Fribourg,Gruyere
641.235486530213,2024,Zurich,Gruyere
787.4596605595223,2023,Valais,Gruyere
356.3268297849005,2022,Fribourg,Vacherin
808.8000263768951,2021,Neuchatel,Emmental
669.1195456896711,2021,Valais,Gruyere
936.246369043963,2024,Fribourg,Emmental
982.9043302183956,2023,Zurich,Emmental
138.1115025988343,2024,Valais,Gruyere
500.4439849243056,2023,Neuchatel,Gruyere
592.2890088203964,2023,Fribourg,Emmental
232.06890988688724,2022,Fribourg,Vacherin
402.6572473846255,2020,Valais,Vacherin
988.8827029808156,2022,Fribourg,Gruyere
114.60741070822431,2023,Valais,Vacherin
507.25713837194564,2022,Zurich,Vacherin
858.3891595463765,2019,Valais,Emmental
391.5111364473596,2024,Neuchatel,Vacherin
531.818652479638,2023,Valais,Vacherin
980.241171209182,2021,Valais,Gruyere
527.3891528281335,2021,Fribourg,Emmental
217.82918093184912,2019,Neuchatel,Emmental
146.54934249975196,2024,Zurich,Emmental
950.8749151959536,2020,Neuchatel,Emmental
339.2284719475591,2021,Valais,Emmental
553.6575159080958,2021,Zurich,Emmental
181.63158948097174,2020,Valais,Emmental
481.28960849554454,2022,Valais,Vacherin
937.0949673251117,2024,Neuchatel,Gruyere
552.1716942678445,2024,Valais,Gruyere
974.0216366220951,2022,Zurich,Emmental
332.9520735136597,2019,Neuchatel,Emmental
554.0907157335434,2024,Zurich,Vacherin
873.5777126283928,2020,Fribourg,Emmental
503.4271190983694,2024,Valais,Gruyere
351.53863621317066,2021,Fribourg,Vacherin
869.9278270760935,2022,Neuchatel,Vacherin
450.9005219853481,2021,Zurich,Gruyere
577.6509619542107,2021,Zurich,Emmental
978.8743597736311,2019,Fribourg,Vacherin
267.8349652802775,2022,Fribourg,Gruyere
371.26057304816715,2021,Neuchatel,Emmental
127.96264006285594,2024,Neuchatel,Vacherin
452.65393891904745,2021,Neuchatel,Vacherin
280.16508752637355,2024,Valais,Vacherin
712.0314418671022,2020,Fribourg,Vacherin
263.18931288926717,2020,Zurich,Vacherin
707.3314771652828,2019,Valais,Emmental
337.1278853703859,2023,Neuchatel,Emmental
419.6960507090798,2019,Neuchatel,Vacherin
413.97458684175774,2020,Zurich,Gruyere
745.0765751472484,2024,Neuchatel,Gruyere
519.8583368245088,2022,Valais,Emmental
425.16900896741475,2022,Valais,Gruyere
867.3604471355048,2023,Fribourg,Emmental
614.7555630770825,2023,Valais,Vacherin
292.447739150198,2024,Zurich,Vacherin
910.0821503293143,2022,Neuchatel,Gruyere
408.38526643027654,2021,Zurich,Vacherin
135.08143978358834,2019,Neuchatel,Emmental
545.1402015770077,2021,Valais,Gruyere
211.54424899679003,2023,Fribourg,Emmental
314.6197993441683,2020,Valais,Gruyere
772.3997854186699,2023,Zurich,Vacherin
217.6766320386867,2019,Fribourg,Vacherin
826.2498019186321,2019,Zurich,Emmental
943.2165593178584,2021,Zurich,Gruyere
645.8788903671502,2020,Fribourg,Vacherin
739.3232728205463,2024,Valais,Emmental
742.2279489166757,2021,Fribourg,Gruyere
993.5271615434004,2021,Fribourg,Vacherin
407.38443598146057,2021,Fribourg,Vacherin
246.57089611843224,2020,Zurich,Gruyere
567.2505114228893,2024,Valais,Vacherin
579.9248288485373,2023,Valais,Vacherin
260.12123946653,2019,Zurich,Gruyere
651.7984770947255,2020,Valais,Emmental
112.71226012914157,2019,Zurich,Emmental
934.9015622087994,2020,Fribourg,Gruyere
338.11685003913544,2022,Fribourg,Vacherin
135.60418755117263,2024,Valais,Emmental
197.42449732737134,2021,Valais,Gruyere
316.22405345167755,2019,Zurich,Gruyere
346.5155517454407,2019,Fribourg,Vacherin
129.5289995479558,2021,Fribourg,Emmental
351.4193309743562,2020,Valais,Emmental
273.6475628441339,2022,Neuchatel,Vacherin
440.75883469106674,2019,Fribourg,Emmental
446.6509636203723,2020,Fribourg,Vacherin
405.1069665425912,2022,Zurich,Emmental
395.1314951776336,2020,Zurich,Vacherin
180.7581499671261,2021,Fribourg,Emmental
122.68445241354596,2020,Zurich,Vacherin
281.9028701408199,2019,Neuchatel,Emmental
780.9844846749538,2021,Valais,Emmental
991.7287889960099,2020,Zurich,Emmental
935.6735575515961,2024,Neuchatel,Gruyere
553.7974199839919,2024,Neuchatel,Emmental
578.6414702001408,2021,Valais,Gruyere
383.1234121322583,2020,Zurich,Emmental
796.5454947738906,2021,Zurich,Gruyere
788.2810191393837,2022,Zurich,Emmental
859.8451218242001,2021,Neuchatel,Vacherin
905.954119477196,2023,Fribourg,Vacherin
490.9143234027662,2024,Neuchatel,Emmental
790.1880112964778,2021,Valais,Vacherin
825.7588559162907,2019,Zurich,Gruyere
377.61366024797513,2019,Neuchatel,Gruyere
936.3180196055349,2024,Zurich,Emmental
184.90735237568992,2021,Neuchatel,Vacherin
994.8422612469545,2020,Zurich,Emmental
793.0816463429825,2022,Neuchatel,Gruyere
183.9438147918945,2024,Fribourg,Gruyere
690.6066832945006,2021,Valais,Emmental
130.76146983543413,2020,Zurich,Gruyere
793.1682544997645,2024,Neuchatel,Emmental
819.3006294931498,2019,Neuchatel,Vacherin
642.1692277823029,2024,Valais,Vacherin
871.1743527249134,2022,Zurich,Gruyere
188.09495219337373,2019,Zurich,Gruyere
348.3314578367319,2020,Neuchatel,Emmental
472.75976943340345,2023,Fribourg,Vacherin
138.21215754528845,2023,Neuchatel,Vacherin
503.39447881404953,2020,Valais,Emmental
338.69211050130934,2022,Neuchatel,Vacherin
453.4615108915777,2024,Neuchatel,Emmental
482.5923687930758,2023,Fribourg,Emmental
891.4705601389165,2023,Zurich,Vacherin
343.30687347487515,2020,Fribourg,Gruyere
904.3688158446448,2022,Neuchatel,Vacherin
483.3738683315643,2023,Valais,Emmental
395.0269486245874,2019,Zurich,Gruyere
552.2608444016314,2020,Valais,Vacherin
475.9689577265557,2024,Valais,Gruyere
331.63508174963147,2024,Fribourg,Vacherin
552.4113923164603,2020,Zurich,Emmental
236.62155977094815,2023,Zurich,Vacherin
416.7369487206695,2022,Fribourg,Emmental
609.2111974366815,2022,Neuchatel,Gruyere
472.0674199508727,2022,Neuchatel,Emmental
841.5211249457168,2024,Fribourg,Emmental
331.04958538164965,2021,Neuchatel,Emmental
972.7944209479091,2022,Zurich,Vacherin
806.2498187662162,2023,Fribourg,Emmental
970.833723397725,2022,Zurich,Emmental
854.3228993472737,2024,Valais,Emmental
227.8935332664784,2020,Valais,Emmental
573.8140815715124,2024,Neuchatel,Gruyere
252.98066907620714,2023,Neuchatel,Vacherin
836.4046173645315,2024,Valais,Emmental
625.7459342649663,2021,Neuchatel,Emmental
337.10438292121523,2021,Zurich,Gruyere
936.6390748064542,2019,Valais,Vacherin
203.66744798283463,2024,Fribourg,Gruyere
607.4761631241827,2023,Zurich,Gruyere
748.9364992000529,2020,Neuchatel,Gruyere
152.9636835991886,2019,Zurich,Emmental
638.0704298855833,2023,Fribourg,Gruyere
834.3110939167847,2023,Neuchatel,Vacherin
160.77458297624804,2022,Fribourg,Gruyere
561.0186739959644,2019,Zurich,Emmental
332.701460333866,2024,Zurich,Emmental
696.6320063832287,2021,Valais,Vacherin
206.8096303709604,2023,Valais,Emmental
943.3462876034562,2024,Fribourg,Gruyere
905.2557235432586,2022,Fribourg,Emmental
267.37697788813824,2019,Zurich,Vacherin
390.93929592859416,2024,Neuchatel,Vacherin
628.8714771877387,2023,Zurich,Gruyere
746.2561029708254,2024,Neuchatel,Emmental
498.3904136442324,2022,Zurich,Gruyere
240.66218976487755,2024,Zurich,Emmental
193.7363444225844,2024,Fribourg,Emmental
999.7888032229095,2020,Zurich,Emmental
509.8169092991385,2020,Zurich,Gruyere
885.2785742336483,2019,Fribourg,Emmental
534.138404166203,2023,Neuchatel,Emmental
930.1218746914029,2020,Neuchatel,Vacherin
178.98344449439554,2021,Fribourg,Vacherin
202.6172722010959,2023,Fribourg,Gruyere
936.6689689518018,2021,Valais,Vacherin
952.7437405403065,2019,Fribourg,Emmental
383.24570271882703,2021,Valais,Gruyere
419.64839829448465,2019,Fribourg,Emmental
507.2052113512822,2021,Valais,Gruyere
474.54551206056175,2023,Neuchatel,Emmental
271.04069436363704,2022,Fribourg,Vacherin
908.5378455454371,2023,Valais,Gruyere
327.9768406350794,2019,Valais,Vacherin
734.7451685298864,2023,Zurich,Gruyere
160.4401099614756,2021,Valais,Vacherin
134.8761983755865,2020,Zurich,Vacherin
688.3574253192286,2022,Neuchatel,Vacherin
405.11427181593433,2019,Valais,Gruyere
689.9134534480012,2021,Zurich,Gruyere
184.61908195194732,2021,Neuchatel,Emmental
954.866241924277,2019,Neuchatel,Vacherin
773.6630202037859,2024,Neuchatel,Vacherin
888.6405097232193,2021,Valais,Gruyere
222.82349864005982,2019,Valais,Emmental
388.14487200358246,2021,Valais,Gruyere
431.5097477857097,2024,Neuchatel,Emmental
583.4553834941366,2023,Valais,Emmental
367.1816369566729,2022,Fribourg,Gruyere
154.5676679704646,2024,Zurich,Gruyere
431.99054266372366,2019,Fribourg,Gruyere
329.09438316455396,2022,Valais,Gruyere
447.32916231689336,2020,Zurich,Emmental
277.26358835802364,2023,Neuchatel,Vacherin
335.7067371082619,2024,Valais,Vacherin
664.257106389042,2019,Neuchatel,Vacherin
449.3384511202586,2019,Neuchatel,Emmental
410.8450538525429,2024,Fribourg,Emmental
580.5150694501356,2021,Valais,Gruyere
794.6744867595331,2020,Valais,Emmental
440.9811607131615,2019,Valais,Vacherin
628.7675433002565,2021,Valais,Emmental
969.5823628313586,2019,Neuchatel,Emmental
569.7821027062456,2020,Zurich,Vacherin
918.8178188657901,2020,Fribourg,Vacherin
814.3053618307842,2019,Zurich,Vacherin
152.84681348513473,2024,Fribourg,Gruyere
486.1889843223312,2023,Zurich,Gruyere
728.4865670817293,2024,Zurich,Vacherin
988.0407212033799,2020,Neuchatel,Emmental
512.5386620453613,2020,Fribourg,Vacherin
183.5069087140655,2020,Valais,Vacherin
605.808257241581,2022,Valais,Vacherin
213.90741291156428,2020,Zurich,Gruyere
776.367604251454,2020,Fribourg,Vacherin
556.9092977156001,2024,Neuchatel,Vacherin
751.0882315395578,2021,Fribourg,Emmental
882.4256441906713,2023,Zurich,Emmental
666.0532154464994,2020,Valais,Emmental
651.1953963278634,2024,Fribourg,Vacherin
779.1132658956682,2023,Neuchatel,Emmental
858.2095013074006,2024,Valais,Gruyere
882.1484076493024,2022,Fribourg,Gruyere
132.78717611459496,2024,Neuchatel,Emmental
600.5712671180104,2021,Zurich,Vacherin
294.64237881779627,2021,Neuchatel,Gruyere
874.3113017036051,2019,Zurich,Vacherin
683.557916683025,2020,Valais,Emmental
478.2002311291943,2023,Valais,Gruyere
269.29380530921617,2020,Fribourg,Vacherin
405.12126332784385,2019,Zurich,Emmental
733.3999250862021,2020,Zurich,Emmental
283.92359069047495,2021,Valais,Vacherin
184.2246508045355,2023,Neuchatel,Emmental
899.2258824047959,2019,Valais,Emmental
787.7893146221052,2019,Valais,Vacherin
279.8154375923193,2023,Valais,Emmental
363.0803890869925,2019,Fribourg,Emmental
974.8631594177972,2021,Valais,Gruyere
737.3660380832057,2023,Neuchatel,Gruyere
649.4698037924422,2022,Valais,Emmental
376.8656368817173,2019,Neuchatel,Gruyere
369.21262974987,2023,Neuchatel,Emmental
135.5712568212074,2019,Neuchatel,Vacherin
755.6336802117382,2020,Fribourg,Emmental
138.8577025511961,2019,Neuchatel,Vacherin
104.37160399955113,2022,Fribourg,Gruyere
756.5455790748813,2023,Neuchatel,Gruyere
953.9863814342128,2022,Fribourg,Vacherin
780.8527429545794,2019,Neuchatel,Vacherin
524.4761715619409,2021,Fribourg,Gruyere
537.4407246047857,2019,Neuchatel,Emmental
492.5227803841948,2021,Valais,Gruyere
392.1793003993003,2020,Zurich,Emmental
569.5427927672562,2023,Fribourg,Gruyere
488.03586142700357,2023,Zurich,Gruyere
638.3510920366972,2023,Fribourg,Vacherin
908.308072450985,2020,Zurich,Vacherin
995.5084755914293,2019,Neuchatel,Vacherin
170.86896089462542,2019,Valais,Gruyere
446.2151253952073,2024,Fribourg,Gruyere
262.6355761901285,2024,Zurich,Gruyere
416.90842653298034,2020,Neuchatel,Vacherin
358.7257166935807,2024,Valais,Emmental
257.08341846410946,2022,Zurich,Vacherin
787.6684480791614,2020,Valais,Emmental
546.6598685463123,2020,Valais,Gruyere
927.3210239955032,2020,Valais,Gruyere
129.33319892231304,2023,Fribourg,Gruyere
160.28021181879092,2020,Neuchatel,Gruyere
462.9462246373097,2020,Neuchatel,Gruyere
172.2495883636334,2023,Neuchatel,Vacherin
336.45663677335017,2020,Zurich,Emmental
987.4267687689612,2020,Fribourg,Vacherin
288.0636467361527,2023,Valais,Emmental
278.30596727088164,2024,Neuchatel,Gruyere
616.2766019161381,2022,Fribourg,Emmental
548.198461713841,2023,Neuchatel,Gruyere
622.3944674825603,2024,Zurich,Gruyere
439.06175038769203,2022,Neuchatel,Vacherin
844.0861239054524,2023,Zurich,Vacherin
224.72249629821656,2019,Fribourg,Gruyere
485.5533812573191,2019,Fribourg,Gruyere
720.7856635996784,2024,Valais,Emmental
881.4127962546097,2019,Fribourg,Emmental
432.6144457210819,2023,Zurich,Emmental
610.9710391843776,2021,Valais,Gruyere
162.22595050653536,2023,Valais,Vacherin
253.28717930064605,2022,Valais,Emmental
162.22434621950305,2019,Valais,Vacherin
755.0928027986697,2021,Valais,Gruyere
359.2539718499266,2023,Neuchatel,Emmental
751.3707611726539,2024,Fribourg,Emmental
159.7584511389471,2023,Zurich,Gruyere
876.2930203674929,2024,Zurich,Emmental
851.9771782999825,2024,Neuchatel,Emmental
180.0358687452544,2024,Neuchatel,Vacherin
121.38085581146787,2022,Valais,Gruyere
150.65993168379205,2021,Valais,Emmental
868.2671558320606,2022,Fribourg,Emmental
311.2331401467062,2023,Neuchatel,Gruyere
593.4459860723698,2021,Fribourg,Gruyere
483.61978286205107,2023,Neuchatel,Gruyere
815.9729736057419,2023,Fribourg,Emmental
540.0084713236035,2020,Neuchatel,Vacherin
550.5947565951427,2024,Zurich,Gruyere
990.1827455499122,2024,Neuchatel,Vacherin
235.11660107433138,2022,Valais,Emmental
847.6335448713382,2020,Fribourg,Gruyere
146.5747710434963,2020,Valais,Vacherin
529.8838926156736,2024,Neuchatel,Gruyere
897.7013415397212,2019,Fribourg,Gruyere
698.6925690437091,2021,Zurich,Vacherin
716.6931574295196,2022,Zurich,Emmental
336.98555403083697,2020,Valais,Emmental
476.71731222530883,2024,Neuchatel,Gruyere
429.9229571491455,2022,Valais,Gruyere
569.2988891421949,2019,Neuchatel,Vacherin
516.0051371293014,2020,Zurich,Gruyere
394.20851668929043,2021,Neuchatel,Gruyere
374.9325511340531,2020,Fribourg,Vacherin
325.76760248960994,2024,Fribourg,Emmental
428.54252219628256,2021,Fribourg,Vacherin
234.9473301406546,2022,Valais,Emmental
884.8938718032164,2022,Valais,Gruyere
641.9074526500846,2020,Valais,Vacherin
220.4077830344699,2022,Zurich,Vacherin
724.4734007881012,2021,Neuchatel,Emmental
862.8998211981759,2019,Neuchatel,Vacherin
313.782104847033,2021,Zurich,Emmental
235.54053490353752,2022,Fribourg,Emmental
107.75553142037685,2019,Neuchatel,Emmental
142.5253049708366,2023,Valais,Vacherin
786.0262134731604,2022,Valais,Gruyere
988.4676988375244,2020,Neuchatel,Vacherin
140.39229022864893,2022,Valais,Vacherin
773.2638631719034,2020,Fribourg,Gruyere
164.67594925686404,2022,Zurich,Gruyere
632.9195424133002,2019,Fribourg,Emmental
780.467754185414,2022,Fribourg,Vacherin
423.2839575409639,2019,Zurich,Emmental
109.84124899959737,2019,Fribourg,Gruyere
635.6704169128833,2020,Neuchatel,Emmental
992.120165326025,2020,Zurich,Emmental
331.85568055464614,2021,Valais,Vacherin
270.54214946849424,2019,Neuchatel,Vacherin
211.53330347816348,2020,Fribourg,Emmental
599.7300579100505,2019,Zurich,Vacherin
636.800589424246,2024,Zurich,Emmental
813.0437534533621,2023,Neuchatel,Gruyere
777.7659462584587,2020,Fribourg,Gruyere
903.2873453155785,2019,Fribourg,Gruyere
825.1954285080712,2024,Fribourg,Gruyere
322.5403747715,2023,Zurich,Emmental
600.289664388185,2024,Fribourg,Emmental
367.670763184222,2020,Fribourg,Vacherin
396.8068415963522,2021,Fribourg,Vacherin
938.7499323069967,2019,Fribourg,Emmental
713.7063145603662,2021,Zurich,Vacherin
977.1313719259953,2019,Fribourg,Vacherin
475.22128304687004,2019,Fribourg,Gruyere
583.6938160185789,2022,Valais,Gruyere
538.4038779247795,2024,Zurich,Emmental
196.55835177135424,2022,Zurich,Emmental
313.03179507394304,2023,Fribourg,Vacherin
574.8727245440339,2023,Fribourg,Emmental
160.63687461970562,2024,Zurich,Emmental
938.3157363780003,2019,Neuchatel,Gruyere
211.45931374903373,2020,Fribourg,Emmental
278.18267177521636,2022,Fribourg,Emmental
788.7891015447728,2023,Valais,Gruyere
187.24108761038235,2023,Fribourg,Gruyere
910.2502896538684,2023,Fribourg,Emmental
753.1308736502821,2020,Neuchatel,Gruyere
161.75877139797302,2021,Zurich,Gruyere
722.6623551570876,2019,Neuchatel,Gruyere
668.465687954186,2020,Fribourg,Gruyere
781.6144894659268,2019,Fribourg,Vacherin
845.3780672404023,2024,Valais,Vacherin
746.5155068558396,2019,Fribourg,Emmental
627.5586657438747,2021,Valais,Gruyere
390.2169867235999,2024,Fribourg,Gruyere
727.5462956469362,2024,Valais,Vacherin
961.2744261677016,2021,Zurich,Emmental
628.7696024759869,2021,Fribourg,Vacherin
697.9103815908285,2022,Fribourg,Emmental
493.41523797982063,2023,Fribourg,Gruyere
